parcel_id,owner_name,class_code,lot_size_acres,land_value,building_value,total_value,year_built,building_style,building_grade,living_area_sqft,total_rooms,bedrooms,full_baths,half_baths,heating_type,heating_fuel,ac_type,roof_material,exterior_walls,stories,zoning,last_sale_price,last_sale_date,condition_percent
89-9,"PINITMONTRI, CHANSUDA",1040,0.95,94700,250200,345700,1767.0,CAPE,GOOD (-),1736.0,12.0,6.0,1.0,0.0,FORCED H/W,OIL,,STD SEAM,CLAPBOARD,1A,R1,182000.0,2015-06-18 00:00:00,62.0
89-10,"ATTABOY, LLC",3320,0.34,135700,100400,238300,1964.0,REPAIR GAR,Avg. (-),2340.0,0.0,0.0,0.0,0.0,FORCED H/A,OIL,,METAL,CONC BLOCK,1,R1,150000.0,2023-01-11 00:00:00,63.0
89-10-100,"KOVALENKO, VIKTORIYA A",1010,0.72,96900,221200,318900,1992.0,SPLIT/RSD RANCH,AVERAGE,1073.0,5.0,2.0,1.0,0.0,FORCED H/W,GAS,,STD SEAM,CLAPBOARD,1,R1,250000.0,2018-02-14 00:00:00,90.0
89-11,"BRODERICK, CHRISTOPHER L &",1010,0.44,84000,272000,356500,1995.0,RANCH,AVERAGE,1064.0,5.0,2.0,1.0,0.0,FORCED H/W,OIL,,ASPHALT SH,VINYL,1,R1,249000.0,2015-06-01 00:00:00,91.0
89-12,PILLSBURY S K TTEE,1010,1.0,89800,142700,242200,1950.0,BUNGALOW,AVG. (-),768.0,5.0,2.0,1.0,0.0,FORCED H/W,GAS,,STD SEAM,VINYL,1,RL2,0.0,2023-04-26 00:00:00,74.0
89-15,"POLLOCK, ANDRA",1010,0.28,63900,54000,118700,1949.0,"CAMP,YRRND",AVERAGE,344.0,2.0,1.0,1.0,0.0,ELECTRC BB,ELECTRIC,,ASPHALT SH,WOOD SHING,1,R1,0.0,1997-11-22 00:00:00,71.0
89-16,"SPAULDING, JUSTIN DONALD &",1300,0.33,67200,0,67200,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,40000.0,2013-05-21 00:00:00,
89-17,"SPAULDING, JUSTIN DONALD &",1040,0.33,67200,265200,332400,1958.0,MULTI-CONV,AVERAGE,2231.0,20.0,10.0,2.0,0.0,FORCED H/W,OIL,,ASPHALT SH,FIBER CMT,1T,R1,194533.0,2007-06-15 00:00:00,75.0
90-1,KEYSER KARPENTRY LLC,1060,0.16,67300,0,78000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,R3,47533.0,2016-05-26 00:00:00,
90-2,"WILLIAMS, KELLIE M",1010,0.1,64000,164800,228800,1900.0,BUNGALOW,AVERAGE,1344.0,5.0,2.0,1.0,0.0,FORCED H/A,OIL,,STD SEAM,CLAPBOARD,1T,R3,151000.0,2013-08-14 00:00:00,67.0
90-3,"COURTEMANCHE, DAVID R &",1030,0.23,70800,68000,148100,1984.0,MOBILE HM,AVG. (+),924.0,4.0,2.0,1.0,0.0,FORCED H/A,OIL,,METAL,VINYL,1,R3,125000.0,2009-07-31 00:00:00,91.0
90-4,"YOUNGMAN, ADAM MCKAY",1010,0.22,70300,172900,244000,1935.0,BUNGALOW,AVERAGE,1322.0,5.0,2.0,1.0,0.0,FORCED H/A,OIL,,ASPHALT SH,VINYL,1T,R3,0.0,2022-05-06 00:00:00,76.0
90-5,"SALLS JR, BLENDON D &",1010,0.23,70800,205700,276800,1940.0,RANCH,AVERAGE,1508.0,6.0,3.0,1.0,0.0,NOT DUCTED,GAS,,STD SEAM,VINYL,1,R3,115000.0,2010-07-09 00:00:00,77.0
90-6,"LARSSON, J E & S M CO-TTEES",1010,0.230372,70900,261200,332700,1995.0,RANCH,AVERAGE,1216.0,8.0,3.0,2.0,0.0,FORCED H/W,OIL,,STD SEAM,VINYL,1,R3,479000.0,2023-10-31 00:00:00,94.0
90-7,CITY OF LEBANON,9030,0.23,145400,0,145400,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,R3,0.0,1990-03-15 00:00:00,
90-9,"MACE, JAMES F",1010,0.46,84900,242900,328200,1959.0,CAPE,AVERAGE,1494.0,6.0,4.0,1.0,1.0,FORCED H/A,OIL,,ASPHALT SH,VINYL,1A,R3,0.0,2021-06-01 00:00:00,82.0
90-10,GLOVER DANIEL S TTEE,1010,0.23,70800,146900,220100,1928.0,BUNGALOW,AVERAGE,1056.0,4.0,2.0,1.0,0.0,FORCED H/A,OIL,,STD SEAM,VINYL,1,R3,0.0,2025-07-23 00:00:00,67.0
90-11,"APIGO, ARCHIE M & MICHELLE M",1010,0.23,70800,302100,373400,1987.0,RANCH,AVERAGE,1888.0,7.0,5.0,1.0,0.0,FORCED H/W,OIL,,ASPHALT SH,VINYL,1,R3,248000.0,2009-09-01 00:00:00,87.0
90-13,"GRIFFIN, SHAWN R TTEE",1090,0.49,86200,349900,461400,1950.0,BUNGALOW,AVERAGE,1123.0,7.0,3.0,1.0,0.0,FORCED H/A,OIL,,ASPHALT SH,VINYL,1A,R3,0.0,2019-01-22 00:00:00,71.0
90-14,FINGER MOLLY A & DIXON DANIEL L,1010,0.41,78500,169600,248100,1930.0,BUNGALOW,AVERAGE,1264.0,6.0,3.0,1.0,1.0,FORCED H/W,OIL,,STD SEAM,VINYL,1T,R3,0.0,2025-05-19 00:00:00,67.0
90-15,"WILSON, NANCY",1010,0.29,75500,188900,275200,1968.0,RANCH,AVERAGE,1056.0,5.0,3.0,1.0,0.0,FORCED H/W,OIL,,STD SEAM,VINYL,1,R3,0.0,2021-06-01 00:00:00,79.0
90-16,SYKES GEORGE,1010,0.23,70800,203000,281600,1924.0,CONVENT`NL,AVERAGE,1360.0,6.0,4.0,2.0,0.0,FORCED H/W,GAS,,ASPHALT SH,VINYL,2,R3,99470.0,1989-08-24 00:00:00,71.0
90-17,"SEREGINA, MARIA T",1010,0.11,64700,153800,219000,1948.0,BUNGALOW,AVERAGE,960.0,5.0,2.0,1.0,0.0,FORCED H/A,OIL,,STD SEAM,VINYL,1,R3,340000.0,2024-10-07 00:00:00,74.0
90-18,"MAGNUS, ERIN",1010,0.22,66800,213700,289800,1920.0,CONVENT`NL,AVERAGE,1288.0,7.0,3.0,1.0,0.0,FORCED H/A,OIL,,STD SEAM,VINYL,2,R3,254600.0,2020-05-18 00:00:00,76.0
90-19,192 MASCOMA STREET LLC,1010,0.922842,94600,162800,271600,1920.0,BUNGALOW,AVERAGE,1209.0,7.0,3.0,1.0,1.0,FORCED H/A,OIL,,ASPHALT SH,VINYL,1H,R3,328000.0,2024-12-11 00:00:00,67.0
90-20,CITY OF LEBANON,9030,8.59,46200,0,46200,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,R3,0.0,1999-01-01 00:00:00,
90-21,"COLTER, B E & S L CO-TTEES",1010,0.131614,62600,135900,198900,1920.0,BUNGALOW,AVERAGE,1046.0,5.0,2.0,1.0,0.0,STEAM,OIL,,STD SEAM,VINYL,1T,R3,0.0,2006-01-20 00:00:00,67.0
90-22,ACORN TO SKY INVESTMENTS LLC,1010,0.26,69500,283000,360600,1960.0,COLONIAL,AVERAGE,2110.0,6.0,3.0,2.0,1.0,FORCED H/W,OIL,,ASPHALT SH,CLAPBOARD,2,R3,295000.0,2021-06-15 00:00:00,75.0
90-23,"WALSH, ELAINE M",1010,0.49,81900,185700,295800,1953.0,RANCH,AVERAGE,1338.0,5.0,2.0,1.0,1.0,FORCED H/A,OIL,,STD SEAM,BRICK VENR,1,R3,0.0,2013-12-18 00:00:00,66.0
90-24,"AXT, PAUL T &",1010,1.98,87300,176800,270600,1860.0,CONVENT`NL,GOOD (-),2024.0,9.0,4.0,1.0,0.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1T,R3,180000.0,2018-01-24 00:00:00,43.0
90-25,"MACELMAN, JANET",1010,0.41,78500,169600,257100,1952.0,RANCH,AVERAGE,1027.0,5.0,2.0,1.0,0.0,FORCED H/W,OIL,,STD SEAM,BRICK VENR,1,R1,0.0,2001-09-13 00:00:00,75.0
90-26,CITY OF LEBANON,1010,0.77,83600,212600,296600,1890.0,CONVENT`NL,AVERAGE,1476.0,6.0,2.0,1.0,0.0,FORCED H/A,OIL,,ASPHALT SH,VINYL,1T,R1,235000.0,2022-01-10 00:00:00,67.0
90-27,CITY OF LEBANON,9030,4.489991,548600,0,548600,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,R1,0.0,1989-10-26 00:00:00,
90-27-100,"UPPER VALLEY JEWISH COMMUNITY,",9200,0.52,199900,0,199900,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,R1,0.0,1994-04-15 00:00:00,
90-28,"PELLETIER, TRACY G & JULIE A",3160,1.119995,246300,117300,371500,1950.0,WAREHOUSE,Avg. (-),4303.0,0.0,0.0,0.0,0.0,UNIT HTRS,OIL,,ASPHALT SH,ASBESTOS,1,R1,203000.0,2011-11-09 00:00:00,55.0
90-29,"CARROLL, DAVID C & CHERYL A",1010,1.15,85200,131800,232000,1950.0,BUNGALOW,AVERAGE,1094.0,5.0,1.0,1.0,0.0,FORCED H/A,GAS,,STD SEAM,ALUMINUM,1,R1,82000.0,2005-06-28 00:00:00,61.0
90-30,"O'DONNELL, FRANCIS X &",1010,2.5,98600,269700,369000,1925.0,CONVENT`NL,AVERAGE,1843.0,8.0,4.0,2.0,0.0,FORCED H/W,OIL,,ASPHALT SH,VINYL,1T,R1,66000.0,1985-04-01 00:00:00,71.0
90-31,"AUCOIN, MAURICE L & PATRICIA",1010,0.47,81000,217200,298500,1972.0,CAPE,AVERAGE,1296.0,4.0,2.0,1.0,0.0,FORCED H/W,OIL,,STD SEAM,VINYL,1T,R1,0.0,1967-08-09 00:00:00,83.0
90-32,"COURTEMANCHE, LINDA A",1010,0.48,81500,172400,265700,1928.0,BUNGALOW,AVERAGE,1448.0,6.0,1.0,1.0,0.0,FORCED H/W,OIL,,STD SEAM,CLAPBOARD,1,R1,0.0,1981-10-23 00:00:00,67.0
90-33,"HANSEN, JENNIFER C",1010,1.54,96200,217700,316600,1965.0,RANCH,AVERAGE,1092.0,6.0,3.0,1.0,0.0,FORCED H/W,OIL,,ASPHALT SH,ALUMINUM,1,R1,0.0,2020-03-23 00:00:00,82.0
90-34,"ALMOSNINO, GALIT &",1010,0.85,80600,231000,311600,1980.0,RANCH,AVERAGE,1228.0,5.0,3.0,1.0,0.0,FORCED H/W,GAS,,METAL,VINYL,1,R1,269000.0,2019-08-16 00:00:00,83.0
90-34-100,"HARDIN, TAYLOR ANTONIO",1010,0.24,68000,215300,298100,1992.0,RANCH,AVERAGE,1040.0,4.0,2.0,2.0,0.0,FORCED H/W,OIL,,METAL,VINYL,1,R1,315000.0,2022-10-27 00:00:00,90.0
90-35,ARMSTRONG COREY F,1010,0.29,71700,183900,255600,1955.0,RANCH,AVERAGE,1270.0,6.0,3.0,1.0,0.0,FORCED H/A,OIL,,ASPHALT SH,VINYL,1,R1,0.0,2019-10-15 00:00:00,75.0
90-36,"ROUSSEAU, JERE A & KIT HA",1010,0.37,76800,167800,244600,1965.0,RANCH,AVERAGE,1056.0,6.0,3.0,1.0,0.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,0.0,1985-05-30 00:00:00,79.0
90-37,"KIMBALL, BRUCE M & CARLENE A TTEES",1010,0.35,75900,291800,367700,1978.0,SPLIT/RSD RANCH,AVERAGE,1606.0,5.0,3.0,2.0,0.0,FORCED H/W,OIL,,STD SEAM,AVERAGE,1,R1,0.0,2021-05-28 00:00:00,83.0
90-38,"KIMBALL, BRUCE M & CARLENE A TTEES",1010,0.22,70300,149100,219500,1974.0,RANCH,AVG. (-),1008.0,5.0,3.0,1.0,1.0,FORCED H/W,OIL,,METAL,ALUMINUM,1,R1,0.0,2021-05-28 00:00:00,78.0
90-39,"PELLETIER, THOMAS & KAREN M",1010,0.23,70800,183700,254800,1988.0,SPLIT LVL,AVERAGE,1020.0,6.0,3.0,1.0,0.0,FORCED H/W,OIL,,ASPHALT SH,CLAPBOARD,1,R1,120000.0,2001-07-31 00:00:00,87.0
90-40,"HEMENWAY, STEPHEN & KATHY TTEES",1010,0.45,84400,206200,308100,1964.0,SPLIT/RSD RANCH,AVERAGE,1044.0,8.0,4.0,2.0,0.0,FORCED H/W,OIL,,ASPHALT SH,CLAPBOARD,1,R1,0.0,2022-06-07 00:00:00,79.0
90-41,"ACKERSON, JEREMY",1010,0.28,74700,208800,283500,1973.0,RANCH,FAIR (+),1524.0,6.0,3.0,1.0,0.0,FORCED H/A,OIL,,STD SEAM,VINYL,1,R1,290000.0,2021-10-13 00:00:00,88.0
90-42,SUN JENSEN LLC,1100,16.0,212100,0,1561600,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,R1,1125000.0,1998-10-30 00:00:00,
90-42-100,DIXON DANIEL L,1030,0.0,0,46100,46600,1978.0,MOBILE HM,AVERAGE,924.0,5.0,3.0,1.0,0.0,FORCED H/A,OIL,,METAL,ALUMINUM,1,,140000.0,2024-01-31 00:00:00,79.0
90-42-200,"FILLEBROWN, KENNETH &",1030,0.0,0,61400,61900,1990.0,MOBILE HM,AVG. (+),980.0,4.0,2.0,1.0,0.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,50000.0,2012-07-27 00:00:00,87.0
90-42-300,"LOUANGKHOTH, PUTKHAM &",1030,0.0,0,56600,56700,1990.0,MOBILE HM,AVG. (+),784.0,4.0,2.0,1.0,0.0,FORCED H/A,OIL,,ASPHALT SH,VINYL,1,R1,49000.0,2018-06-13 00:00:00,90.0
90-42-400,WILKINSON ALISON DUNN,1030,0.0,0,43700,43700,1972.0,MOBILE HM,AVG. (-),902.0,6.0,2.0,1.0,0.0,FORCED H/A,OIL,,ASPHALT SH,VINYL,1,R1,150000.0,2025-05-08 00:00:00,79.0
90-42-500,"BADGER SR, JULIAN A",1030,0.0,0,58100,58300,1995.0,MOBILE HM,AVG. (+),952.0,4.0,2.0,1.0,0.0,FORCED H/A,OIL,,OTHER,STEEL,1,R1,0.0,2015-11-03 00:00:00,91.0
90-42-600,"MARSH, RAYMOND L",1030,0.0,0,53000,53200,1977.0,MOBILE HM,AVERAGE,924.0,4.0,2.0,1.0,1.0,FORCED H/A,OIL,,ASPHALT SH,ALUMINUM,1,R1,31500.0,1991-02-13 00:00:00,88.0
90-42-700,"DOWNS, NANCY",1030,0.0,0,67900,68300,1994.0,MOBILE HM,AVG. (+),1008.0,4.0,2.0,2.0,0.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,50000.0,2015-02-26 00:00:00,94.0
90-42-800,BATISTA RAFAEL CAVICCHIOLI,1030,0.0,0,48500,49000,1980.0,MOBILE HM,AVG. (+),728.0,4.0,2.0,0.0,0.0,FORCED H/A,GAS,,ASPHALT SH,STEEL,1,R1,110000.0,2025-03-07 00:00:00,83.0
90-42-900,"LANG, MICHAEL H",1030,0.0,0,65000,65400,2000.0,MOBILE HM,AVG. (+),980.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,41000.0,2014-06-25 00:00:00,90.0
90-42-1000,"BLAIN, BRIAN P",1030,0.0,0,49800,49900,1982.0,MOBILE HM,AVG. (+),784.0,4.0,2.0,1.0,0.0,FORCED H/A,OIL,,ASPHALT SH,STEEL,1,R1,29000.0,2005-07-15 00:00:00,83.0
90-42-1100,"CROWE, L F & N A TTEES",1030,0.0,0,73600,74200,2008.0,MOBILE HM,AVG. (+),1120.0,4.0,2.0,2.0,0.0,FORCED H/A,GAS,,OTHER,VINYL,1,R1,15000.0,2008-07-01 00:00:00,92.0
90-42-1200,"ASHEY, STEPHEN G",1030,0.0,0,69600,69900,2005.0,MOBILE HM,AVG. (+),1056.0,4.0,2.0,2.0,0.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,52573.0,2009-03-11 00:00:00,91.0
90-42-1300,"ADAMS, RICHARD B",1030,0.0,0,48500,49000,1975.0,MOBILE HM,AVG. (-),896.0,4.0,2.0,1.0,0.0,FORCED H/A,OIL,,ASPHALT SH,ALUMINUM,1,R1,50000.0,2021-07-01 00:00:00,88.0
90-42-1400,"GONYEA, JOHN E",1030,0.0,0,33400,34000,1968.0,MOBILE HM,FAIR,684.0,4.0,2.0,1.0,0.0,FORCED H/A,OIL,,METAL,STEEL,1,R1,15000.0,1998-04-03 00:00:00,82.0
90-42-1500,AGAN DIANE T,1030,0.0,0,61800,61900,1987.0,MOBILE HM,AVG. (+),952.0,4.0,2.0,1.0,0.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,100000.0,2024-02-28 00:00:00,92.0
90-42-1600,"BOUTIN, KAREN L",1030,0.0,0,31900,32100,1969.0,MOBILE HM,FAIR,672.0,4.0,1.0,0.0,0.0,FORCED H/A,GAS,,METAL,STEEL,1,R1,22000.0,2020-01-07 00:00:00,79.0
90-42-1700,"FACTO, WILLIAM H & LINDA R",1030,0.0,0,65400,65700,1995.0,MOBILE HM,AVG. (+),1008.0,5.0,3.0,2.0,0.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,60000.0,2009-08-19 00:00:00,91.0
90-42-1800,"INGALLS, LORA P",1030,0.0,0,70800,71100,1997.0,MOBILE HM,AVG. (+),1008.0,5.0,2.0,2.0,0.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,0.0,2019-01-14 00:00:00,90.0
90-42-1900,"ODONNELL, KAREN L",1030,0.0,0,61200,61200,2007.0,MOBILE HM,AVG. (+),840.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,69000.0,2008-03-14 00:00:00,91.0
90-42-2000,"MONFETTE, CLAIRE M",1030,0.0,0,27800,28100,1966.0,MOBILE HM,FAIR,420.0,3.0,2.0,1.0,0.0,NOT DUCTED,GAS,,METAL,STEEL,1,R1,10500.0,1990-02-13 00:00:00,79.0
90-42-2100,"HEROY, DOUGLAS T & MARTHA C",1030,0.0,0,65100,65400,1988.0,MOBILE HM,AVG. (+),1008.0,5.0,3.0,2.0,0.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,51000.0,2007-08-10 00:00:00,90.0
90-42-2200,LAPLACA CHERYL,1030,0.0,0,67300,67700,2015.0,MOBILE HM,AVG. (+),840.0,4.0,2.0,2.0,0.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,135530.0,2024-04-15 00:00:00,95.0
90-42-2300,"COLE, ALBERT A",1030,0.0,0,34500,34500,1968.0,MOBILE HM,FAIR,774.0,5.0,2.0,1.0,0.0,FORCED H/A,GAS,,ASPHALT SH,ALUMINUM,1,R1,29533.0,2003-02-07 00:00:00,79.0
90-42-2400,"EMERSON, KRYSTYNA MARIA TTEE",1030,0.0,0,27200,27600,1961.0,MOBILE HM,FAIR,510.0,4.0,1.0,1.0,0.0,FORCED H/A,GAS,,METAL,ALUMINUM,1,R1,0.0,2021-01-27 00:00:00,75.0
90-42-2500,"SARGENT, ADA H",1030,0.0,0,59500,59900,2013.0,MOBILE HM,AVG. (+),924.0,4.0,2.0,1.0,0.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,52085.0,2012-12-12 00:00:00,92.0
90-42-2600,SIRLIN NANCY A,1030,0.0,0,54300,54700,1988.0,MOBILE HM,AVG. (+),672.0,5.0,3.0,1.0,0.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,90000.0,2023-03-30 00:00:00,91.0
90-42-2700,HYDE BRYCE WILLIAM,1030,0.0,0,34500,35000,1968.0,MOBILE HM,FAIR,576.0,3.0,2.0,1.0,0.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,60000.0,2024-07-18 00:00:00,86.0
90-42-2800,"DUNN, LORI ANN",1030,0.0,0,64700,64700,2023.0,MOBILE HM,AVG. (+),784.0,5.0,3.0,1.0,1.0,FORCED H/A,GAS,,ASPHALT SH,CONC.PANEL,1,R1,0.0,2022-11-29 00:00:00,99.0
90-42-2900,"THIBODEAU, BRANDON & TARRAH",1030,0.0,0,57600,58100,1985.0,MOBILE HM,AVG. (+),948.0,5.0,3.0,1.0,1.0,FORCED H/A,GAS,,METAL,STEEL,1,R1,0.0,2024-02-01 00:00:00,87.0
90-42-3000,"YOUNG, ANNE SHARON",1030,0.0,0,62500,63100,1997.0,MOBILE HM,AVG. (+),980.0,5.0,3.0,2.0,0.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,95000.0,2022-11-23 00:00:00,90.0
90-42-3100,"KING, DIANE M",1030,0.0,0,55500,55500,1984.0,MOBILE HM,AVG. (+),938.0,3.0,2.0,1.0,0.0,FORCED H/A,OIL,,METAL,STEEL,1,R1,34000.0,2015-08-28 00:00:00,87.0
90-42-3200,"MAKALINAW, MELISSA & BENJAMIN",1030,0.0,0,63200,63500,1995.0,MOBILE HM,AVG. (+),938.0,4.0,3.0,1.0,1.0,FORCED H/A,OIL,,ASPHALT SH,VINYL,1,R1,63200.0,2019-10-04 00:00:00,91.0
90-42-3300,"WINTERS, ROBERT",1030,0.0,0,66700,67000,1997.0,MOBILE HM,AVG. (+),864.0,5.0,2.0,1.0,0.0,FORCED H/A,OIL,,ASPHALT SH,VINYL,1,R1,80000.0,2020-12-16 00:00:00,94.0
90-42-3400,"HAGAR, DIANE",1030,0.0,0,56400,56700,2002.0,MOBILE HM,AVG. (+),784.0,4.0,2.0,1.0,0.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,38000.0,1989-10-31 00:00:00,90.0
90-42-3500,"PECK, RICHARD W",1030,0.0,0,62900,63200,2013.0,MOBILE HM,AVG. (+),960.0,8.0,5.0,0.0,0.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,69500.0,2013-06-21 00:00:00,92.0
90-42-3600,"MCALLISTER, ARTHUR W",1030,0.0,0,54900,55300,1984.0,MOBILE HM,AVG. (+),756.0,3.0,2.0,1.0,0.0,FORCED H/A,OIL,,ASPHALT SH,VINYL,1,R1,31000.0,1994-10-06 00:00:00,91.0
90-42-3700,GREGOIRE KALI,1030,0.0,0,32300,32600,1966.0,MOBILE HM,FAIR,684.0,4.0,2.0,1.0,0.0,FORCED H/A,GAS,,METAL,STEEL,1,R1,66000.0,2024-10-17 00:00:00,82.0
90-42-3800,LUCAS RAE E,1030,0.0,0,57800,58200,1977.0,MOBILE HM,AVERAGE,924.0,4.0,2.0,1.0,0.0,FORCED H/A,GAS,,METAL,ALUMINUM,1,R1,114000.0,2024-03-13 00:00:00,86.0
90-42-3900,"PELLETIER, HAROLD W &",1030,0.0,0,65900,66400,2018.0,MOBILE HM,AVG. (+),900.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,88000.0,2018-07-06 00:00:00,95.0
90-42-4000,MERRIHEW DENNIS A,1030,0.0,0,48600,49100,1980.0,MOBILE HM,AVG. (+),728.0,3.0,2.0,1.0,0.0,FORCED H/A,OIL,,METAL,STEEL,1,R1,89000.0,2025-04-10 00:00:00,83.0
90-42-4100,"MACADAM, DANIEL R",1030,0.0,0,51500,51500,1984.0,MOBILE HM,AVG. (+),840.0,4.0,2.0,1.0,0.0,FORCED H/A,GAS,,ASPHALT SH,STEEL,1,R1,4000.0,1993-08-05 00:00:00,80.0
90-42-4200,"DUNHAM, HARRY JAMES TTEE",1030,0.0,0,65900,66200,1995.0,MOBILE HM,AVG. (+),1008.0,4.0,2.0,2.0,0.0,FORCED H/A,OIL,,ASPHALT SH,VINYL,1,R1,0.0,2022-06-16 00:00:00,92.0
90-42-4300,"GURL, CHRISTOPHER M &",1030,0.0,0,36300,36600,1970.0,MOBILE HM,AVG. (-),672.0,4.0,2.0,1.0,0.0,FORCED H/A,OIL,,METAL,STEEL,1,R1,0.0,1993-12-31 00:00:00,76.0
90-42-4400,"PERREAULT, PHYLLIS M",1030,0.0,0,42700,43100,1973.0,MOBILE HM,AVG. (-),660.0,4.0,2.0,1.0,0.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,26000.0,1996-05-15 00:00:00,88.0
90-42-4500,"METCALF, BEVERLY J &",1030,0.0,0,54900,55300,2016.0,MOBILE HM,AVERAGE,840.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,0.0,2016-11-15 00:00:00,93.0
90-42-4600,BLODGETT M P & J E TTEES,1030,0.0,0,67700,68100,1988.0,MOBILE HM,AVG. (+),924.0,4.0,2.0,1.0,0.0,FORCED H/A,GAS,,ASPHALT SH,ALUMINUM,1,R1,0.0,2025-05-08 00:00:00,90.0
90-42-4700,"KEANE, ROBERT A",1030,0.0,0,39800,40100,1972.0,MOBILE HM,AVG. (-),684.0,4.0,2.0,1.0,0.0,FORCED H/A,GAS,,METAL,VINYL,1,R1,15000.0,2006-05-24 00:00:00,79.0
90-42-4800,"GRENDLER, GLADYS",1030,0.0,0,43300,43500,1970.0,MOBILE HM,AVG. (-),952.0,5.0,2.0,1.0,0.0,FORCED H/A,GAS,,METAL,STEEL,1,R1,33000.0,2012-01-23 00:00:00,76.0
90-42-4900,"TORREGROSSA, FRANK &",1030,0.0,0,62900,65100,2007.0,MOBILE HM,AVG. (+),924.0,4.0,2.0,2.0,0.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,60000.0,2014-12-18 00:00:00,91.0
90-42-5000,"DOWNING JR, WILLIS A &",1030,0.0,0,71800,75400,2015.0,MOBILE HM,AVG. (+),1056.0,4.0,2.0,2.0,0.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,20000.0,2015-06-10 00:00:00,93.0
90-42-5100,"JOHNSON ESTATE, FRED J",1030,0.0,0,62100,62600,2008.0,MOBILE HM,AVG. (+),840.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,75000.0,2008-07-03 00:00:00,92.0
90-42-5200,"DANFORTH, CHARLOTTE J",1030,0.0,0,34400,34600,1972.0,MOBILE HM,AVG. (-),684.0,4.0,2.0,1.0,0.0,FORCED H/A,ELECTRIC,,ASPHALT SH,ALUMINUM,1,R1,17000.0,2002-04-25 00:00:00,72.0
90-42-5300,"CONRAD, THERESA TTEE",1030,0.0,0,28600,29200,1964.0,MOBILE HM,FAIR,660.0,4.0,1.0,1.0,0.0,FORCED H/A,GAS,,METAL,WOOD,1,R1,40000.0,2022-05-26 00:00:00,72.0
90-42-5400,GEBERT JR JOSEPH W,1030,0.0,0,51800,52100,1977.0,MOBILE HM,AVERAGE,864.0,5.0,2.0,0.0,0.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,119000.0,2023-11-10 00:00:00,86.0
90-42-5500,"BUCKMAN, PHOEBE M",1030,0.0,0,41800,41800,1974.0,MOBILE HM,AVG. (-),792.0,4.0,2.0,0.0,0.0,FORCED H/A,OIL,,METAL,VINYL,1,R1,0.0,2022-09-19 00:00:00,83.0
90-42-5600,"ANDRES, MELANIE",1030,0.0,0,29200,29700,1965.0,MOBILE HM,FAIR,480.0,4.0,2.0,1.0,0.0,FORCED H/A,GAS,,METAL,VINYL,1,R1,14000.0,2015-09-11 00:00:00,79.0
90-42-5700,"MARCOTTE, PATRICIA P",1030,0.0,0,60300,60300,2013.0,MOBILE HM,AVG. (+),840.0,9.0,5.0,1.0,1.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,62000.0,2019-05-20 00:00:00,92.0
90-42-5800,"SPRAGUE, LUCINDA",1030,0.0,0,63900,64500,1997.0,MOBILE HM,AVG. (+),1008.0,4.0,2.0,2.0,0.0,FORCED H/A,GAS,,ASPHALT SH,VINYL,1,R1,0.0,1997-05-07 00:00:00,90.0
